cluster	gene	avg_log2FC	pct.1	pct.2	pct.diff	p_val	p_val_adj
3	Dhrs7	1.66933162024876	0.242	0.099	0.143	0.000380790588760631	1
3	Col4a1	1.28266793274937	0.387	0.213	0.174	0.00039436632126184	1
3	Pde2a	1.05974069685331	0.452	0.26	0.192	0.000410335372015465	1
3	Tspan18	1.48734391890635	0.323	0.162	0.161	0.000446025240761011	1
3	Dclk3	1.43593879955194	0.355	0.189	0.166	0.00057552134672713	1
3	Gm16124	1.51915689507679	0.21	0.081	0.129	0.00061028204964529	1
3	Gsn	1.40761728987998	0.306	0.153	0.153	0.00064528941269433	1
3	Plxdc1	1.77376283702727	0.242	0.108	0.134	0.000712391145220015	1
3	Gm43140	1.32830830358379	0.274	0.121	0.153	0.00072736857168788	1
3	Aste1	1.42609030540253	0.371	0.208	0.163	0.000742065350612872	1
3	Tpm4	1.39737115560846	0.258	0.115	0.143	0.000755253078627924	1
3	Gm44643	1.03241976540106	0.29	0.134	0.156	0.000858074525252564	1
3	Npas2	1.34729887086892	0.419	0.262	0.157	0.000862562004921818	1
3	Zscan18	1.0308328507054	0.403	0.231	0.172	0.000975167397168625	1
3	Intu	1.36805270210105	0.306	0.153	0.153	0.000983511218406093	1
3	Enox2	1.10827937180471	0.468	0.318	0.15	0.000987038804228385	1
3	Stmn4	1.08990897363905	0.419	0.252	0.167	0.000988847269720534	1
3	Celf6	1.43375999581617	0.371	0.208	0.163	0.00108091268378678	1
3	Nck2	1.46809018477381	0.371	0.22	0.151	0.0011119801924527	1
3	Foxn2	1.2865118250754	0.323	0.174	0.149	0.00114561924508085	1
3	Ccdc138	1.36513299362317	0.306	0.16	0.146	0.00116258477998232	1
3	E430024I08Rik	1.20143086598039	0.323	0.163	0.16	0.00117722905004796	1
3	Erich2	1.62880689088408	0.29	0.145	0.145	0.00123652286554312	1
3	Cbfb	1.2389939750343	0.29	0.136	0.154	0.00127098139481816	1
3	Mob3b	1.62646634055267	0.21	0.086	0.124	0.00132097500668819	1
3	Fam163b	1.01511118913083	0.435	0.257	0.178	0.00132815720209856	1
3	Clic4	1.51184752353262	0.226	0.1	0.126	0.0014528761082917	1
3	Psd2	1.13319043106914	0.323	0.17	0.153	0.00147330507165708	1
3	Grip2	1.40399877912497	0.371	0.226	0.145	0.00166871168092674	1
3	Pcdh8	1.07892593040906	0.258	0.116	0.142	0.00178889941594835	1
3	Bhlhe41	1.26193528307124	0.306	0.155	0.151	0.00181507884190975	1
3	Eda	1.18453640337656	0.355	0.204	0.151	0.001958131725605	1
3	Itgb3bp	1.00128944593921	0.532	0.37	0.162	0.00230410064807846	1
3	Slc37a1	1.509164190248	0.242	0.113	0.129	0.0023362079943408	1
3	C330002G04Rik	1.06856254720365	0.355	0.205	0.15	0.00248733580439608	1
3	Jpt1	1.65157566887839	0.226	0.107	0.119	0.00252143377424439	1
3	Zim1	1.0095831074707	0.242	0.11	0.132	0.00256170620491593	1
3	Gpc3	1.3469973223716	0.435	0.291	0.144	0.00256345787883441	1
3	Map3k14	1.46005720584778	0.258	0.129	0.129	0.00273239902373817	1
3	P4ha3	1.04489875842084	0.387	0.241	0.146	0.00291934735962457	1
3	Ankrd27	1.28830445974461	0.274	0.142	0.132	0.00302438834818192	1
3	Adsl	1.32761315373273	0.306	0.163	0.143	0.00311115253004196	1
3	Msi1	1.18599187903081	0.258	0.128	0.13	0.00401329698838106	1
3	Sulf2	1.19251686340269	0.29	0.158	0.132	0.00411048017687188	1
3	Gm28756	1.07385513567624	0.258	0.131	0.127	0.0042136756730198	1
3	Nphp1	1.4352208428805	0.21	0.099	0.111	0.00441317588600695	1
3	Gm27253	1.59827313862272	0.21	0.097	0.113	0.00510096304024748	1
3	Sumo3	1.23885250259973	0.226	0.108	0.118	0.00515492957898348	1
3	Col24a1	1.43491684004606	0.242	0.124	0.118	0.00531978798670723	1
3	Lrrc24	1.22506635365813	0.306	0.178	0.128	0.00537038007275399	1
3	Npc2	1.38832055780465	0.274	0.15	0.124	0.00540254890700534	1
3	Gm50196	1.1987558728573	0.21	0.097	0.113	0.00540794288358252	1
3	Paqr3	1.15479586442758	0.355	0.231	0.124	0.00576997340758565	1
3	Rragd	1.11685678448346	0.274	0.147	0.127	0.00605602097029344	1
3	Lamc1	1.09114969071548	0.339	0.208	0.131	0.00641368144147455	1
3	Cys1	1.91973092967118	0.274	0.157	0.117	0.00652024683833005	1
3	Cpne4	1.34879135643034	0.226	0.113	0.113	0.00676817049874439	1
3	Gm20536	1.31941232680965	0.258	0.144	0.114	0.00794512878847015	1
3	Ly6e	1.08832437293841	0.274	0.147	0.127	0.00807557925335998	1
3	Rab9	1.12868937354226	0.258	0.136	0.122	0.00825907532521276	1
3	Ldlr	1.09293075046587	0.274	0.157	0.117	0.00919230546251418	1
3	Emc8	1.28730913683448	0.306	0.189	0.117	0.00941143661035252	1
3	Katnal2	1.09697756259208	0.258	0.139	0.119	0.00969340268779456	1
3	2900060N12Rik	1.35820008977143	0.242	0.129	0.113	0.00985384624389342	1
4	Enpp1	3.96083786229729	0.708	0.068	0.64	4.04632836891647e-43	9.50563460425857e-39
4	Qrfpr	3.71237422737427	0.792	0.12	0.672	2.61724462075308e-38	6.14843106307313e-34
4	Meis1	3.23314554565422	0.938	0.245	0.693	1.15810708437865e-34	2.72062516262233e-30
4	Myo5b	2.98771409761297	0.938	0.212	0.726	1.58662105168047e-34	3.72729017460776e-30
4	Tafa1	2.83509892407351	1	0.371	0.629	1.04158388200044e-33	2.44688885559543e-29
4	Satb1	3.25839708035857	0.875	0.199	0.676	1.78999052022053e-33	4.20504573010207e-29
4	4930447N08Rik	4.71467331702421	0.479	0.043	0.436	2.03232235584653e-30	4.77433167835467e-26
4	Pde4d	2.94139417632151	1	0.888	0.112	2.21638275971503e-30	5.20672637912255e-26
4	Mctp2	4.10873095238781	0.5	0.051	0.449	2.60460742361873e-29	6.11874375956512e-25
4	Myocd	5.56760691368275	0.271	0.008	0.263	4.62025914747809e-28	1.08539127892555e-23
4	Nrn1	3.2780793386076	0.688	0.133	0.555	1.80568321326368e-26	4.24191100459903e-22
4	Alk	2.07944679191908	1	0.393	0.607	1.97832250291472e-25	4.64747522384725e-21
4	Pcsk5	2.11202883029296	1	0.483	0.517	5.17961276744298e-25	1.21679463132771e-20
4	Plcl1	2.35526608976124	1	0.461	0.539	1.7713538067582e-24	4.16126436283635e-20
4	Cadps2	2.66210135513654	0.958	0.537	0.421	1.85516539199161e-24	4.35815453886668e-20
4	Myof	5.29464276367698	0.25	0.009	0.241	8.07353803399363e-24	1.89663555494578e-19
4	Grik1	2.24416330492978	0.979	0.637	0.342	1.01199316777076e-23	2.37737434972708e-19
4	Nrg1	2.05754653119617	1	0.863	0.137	2.33640517997472e-23	5.48868304879662e-19
4	Reln	3.35020772478815	0.5	0.068	0.432	3.62497954881454e-23	8.51580195607513e-19
4	Ptger3	2.61461825002743	0.708	0.152	0.556	4.56808226928569e-23	1.07313388670059e-18
4	Gnas	1.52211410411636	1	0.973	0.027	5.9422862020896e-23	1.39596187459489e-18
4	Syt17	4.62396328461192	0.229	0.008	0.221	1.90700748822093e-22	4.47994199132862e-18
4	Sphkap	1.87148364971937	1	0.67	0.33	9.22110463867572e-22	2.1662219017177e-17
4	Gm50368	2.67958409597055	0.708	0.169	0.539	1.09734350254229e-21	2.57787935617234e-17
4	Opcml	1.31128357109714	1	0.937	0.0629999999999999	1.46137886659529e-21	3.43307123340566e-17
4	Sorcs2	2.93925943649535	0.667	0.16	0.507	2.11807083388656e-21	4.9757720029663e-17
4	Nedd4l	2.19637179023829	0.979	0.637	0.342	2.23255690126164e-21	5.24472267244383e-17
4	Smoc2	5.25966434950304	0.229	0.009	0.22	3.48247069258882e-21	8.18102015102965e-17
4	Col5a2	3.59240987499603	0.583	0.115	0.468	8.92014142440654e-21	2.09551962342159e-16
4	Dcc	1.57056895100147	1	0.828	0.172	1.41890293481925e-20	3.33328677447738e-16
4	Bmper	2.90231630657491	0.833	0.363	0.47	4.96651484629055e-20	1.16673366769058e-15
4	Cacna2d1	1.70649491357691	0.979	0.322	0.657	8.43426688716619e-20	1.98137797713308e-15
4	Shisa9	2.153596217748	0.917	0.445	0.472	1.43507532669472e-19	3.37127895747123e-15
4	Ryr3	1.72585949840719	1	0.761	0.239	1.6102700253083e-19	3.78284634345427e-15
4	Prr16	1.55767280796208	0.979	0.768	0.211	4.60977953288173e-19	1.08292940786458e-14
4	Kcnq5	1.58438357810124	1	0.771	0.229	8.27946946321391e-19	1.94501296629821e-14
4	Tmem163	2.20631029576059	0.729	0.202	0.527	8.84022148278295e-19	2.07674483073537e-14
4	Atp8b1	4.00381302264977	0.312	0.03	0.282	1.91225647652261e-18	4.49227291464692e-14
4	C1ql3	2.95702985690631	0.479	0.082	0.397	3.20218450451004e-18	7.522571837995e-14
4	Ak5	2.12731722791078	0.896	0.436	0.46	4.37437534322086e-18	1.02762825562945e-13
4	Lrfn5	1.12443420983638	1	0.975	0.025	8.72185739871635e-18	2.04893874010644e-13
4	Dscam	1.49592800409798	1	0.58	0.42	3.14884352912307e-17	7.39726321861591e-13
4	D5Ertd615e	3.67102780580383	0.312	0.033	0.279	4.22348690338344e-17	9.92181543342838e-13
4	Sema5a	1.64059717600862	1	0.517	0.483	4.532295005238e-17	1.06472674263051e-12
4	Ebf2	1.64871010828166	0.938	0.341	0.597	6.28153514939181e-17	1.47565823729512e-12
4	Gm43255	3.8791072989764	0.229	0.016	0.213	1.41551986538925e-16	3.32533926777243e-12
4	Luzp2	1.38293621182395	0.958	0.559	0.399	1.17207738395128e-15	2.75344419037835e-11
4	Pitpnc1	1.62026820300826	0.938	0.596	0.342	1.2125204614843e-15	2.84845306811893e-11
4	Ppfibp1	2.52874030861634	0.542	0.122	0.42	1.34265800687267e-15	3.15417218974528e-11
4	Pkp2	2.56440010856527	0.542	0.134	0.408	9.55924201353875e-15	2.24565713382052e-10
4	Mctp1	1.53149739293164	0.979	0.616	0.363	9.72255135579567e-15	2.28402176450352e-10
4	Atrnl1	1.59485869126486	0.938	0.559	0.379	1.09640370388985e-14	2.57567158117804e-10
4	Pde1c	1.32527194460047	1	0.469	0.531	1.28407592108369e-14	3.0165511538098e-10
4	Klhl1	1.47292287519112	0.917	0.381	0.536	4.32765120328086e-14	1.01665182067474e-09
4	Grid1	1.37093097539671	0.979	0.708	0.271	4.61069222087831e-14	1.08314381652873e-09
4	Cacng5	2.45800914145165	0.562	0.155	0.407	5.17291822881376e-14	1.21522195031293e-09
4	Ephb1	1.4407753838755	0.938	0.581	0.357	6.21531525470103e-14	1.46010185963437e-09
4	Nell1	1.89325264892086	0.729	0.261	0.468	7.36622057103286e-14	1.73047253654704e-09
4	Fstl4	1.66404274048626	0.854	0.393	0.461	8.61020332434551e-14	2.02270896495525e-09
4	Edil3	1.64242260032985	0.979	0.635	0.344	9.86800505867656e-14	2.3181917483843e-09
4	Carmil1	1.53703134178434	0.896	0.635	0.261	1.18827175365768e-13	2.79148800369262e-09
4	Lhfpl3	1.38614850529513	0.958	0.852	0.106	1.75820518203361e-13	4.13037561363336e-09
4	Gabrb1	1.44952930376203	0.979	0.728	0.251	3.0529975862355e-13	7.17210192958445e-09
4	Grp	3.6315822979763	0.354	0.062	0.292	3.22537102518007e-13	7.57704161235302e-09
4	Epha6	1.38794198627271	0.979	0.694	0.285	3.9626060917605e-13	9.30895423076378e-09
4	Mcc	1.49494072826975	0.917	0.632	0.285	4.11264576889661e-13	9.66142744029193e-09
4	Rerg	2.06817088511619	0.667	0.227	0.44	4.58716156835266e-13	1.07761599563741e-08
4	Scn5a	3.83801337888667	0.229	0.024	0.205	5.27514740871345e-13	1.23923762925496e-08
4	Hoxc5	1.83105546517648	0.854	0.509	0.345	6.1217283750228e-13	1.43811642986036e-08
4	Sntb1	3.51567015004752	0.312	0.049	0.263	7.7419828307514e-13	1.81874660660012e-08
4	Fgf13	1.28231544482699	0.958	0.758	0.2	1.76992056498089e-12	4.1578973912531e-08
4	Slc17a6	1.42985553150261	0.688	0.213	0.475	2.04304398700928e-12	4.7995189342822e-08
4	Sgcd	1.18855440787365	0.979	0.586	0.393	2.81888352926367e-12	6.6221211869462e-08
4	Kcnk13	1.99190209363168	0.604	0.191	0.413	3.09558940834684e-12	7.27215863808839e-08
4	Sox5	1.25970365176192	0.958	0.422	0.536	3.50371929919617e-12	8.23093737767165e-08
4	Maml3	1.15900794304034	0.958	0.581	0.377	3.85994778252832e-12	9.06778933071553e-08
4	Gm13986	2.77483126110869	0.354	0.07	0.284	7.29699130441038e-12	1.71420919723209e-07
4	Lmo3	1.39434464037871	0.75	0.261	0.489	7.98130544625334e-12	1.87496827543384e-07
4	Gm20721	1.46712265657813	0.896	0.615	0.281	8.24559397319095e-12	1.93705493618202e-07
4	Calb1	2.04729059815289	0.542	0.164	0.378	8.4061562947206e-12	1.97477423675576e-07
4	Tcerg1l	1.57847874807481	0.854	0.42	0.434	8.45429159636547e-12	1.98608218181818e-07
4	Gm30094	3.29902114867438	0.25	0.033	0.217	1.00730179597922e-11	2.36635337911439e-07
4	Stum	2.49063896880858	0.375	0.076	0.299	1.03845778330298e-11	2.43954502453537e-07
4	Pou6f2	4.14850072241987	0.25	0.035	0.215	1.21689470039885e-11	2.85872903017697e-07
4	Greb1l	1.54520061451988	0.875	0.476	0.399	1.24012549535091e-11	2.91330281367836e-07
4	Lmx1b	1.86271238558479	0.521	0.137	0.384	1.51881627340079e-11	3.56800318947314e-07
4	Bcl2	1.37200944549185	0.938	0.575	0.363	1.52601330721983e-11	3.58491046132082e-07
4	Plekha5	1.28222401972152	0.938	0.799	0.139	2.58371603263298e-11	6.0696657038614e-07
4	Hhip	2.9517845426577	0.292	0.051	0.241	4.88452598017492e-11	1.14747284326269e-06
4	Gulp1	1.28897389562113	0.875	0.49	0.385	6.25629586614077e-11	1.46972902487379e-06
4	Gm15563	1.44925497970315	0.875	0.51	0.365	6.56069252704408e-11	1.5412378884532e-06
4	Nr3c2	1.14094187956966	0.938	0.82	0.118	1.03104773424941e-10	2.42213733729872e-06
4	Prlr	1.44796171957117	0.792	0.349	0.443	1.1479429228636e-10	2.69674751439117e-06
4	Gna14	1.8035471821225	0.5	0.139	0.361	1.16135489495277e-10	2.72825491922305e-06
4	Ptchd4	1.06986560040788	1	0.806	0.194	1.27060182724333e-10	2.98489781256003e-06
4	Pde5a	3.64465130710647	0.25	0.039	0.211	1.44160949845835e-10	3.38662903377836e-06
4	Zfp521	1.19952056574173	0.896	0.449	0.447	1.60598972266113e-10	3.77279105647554e-06
4	Cdh20	1.11634641669807	0.812	0.354	0.458	1.67167517793765e-10	3.92709932801114e-06
4	Mapk4	2.09748425505571	0.708	0.316	0.392	3.6775205379338e-10	8.63923124771408e-06
4	Usp3	1.25839533255219	0.875	0.52	0.355	4.26708450831673e-10	1.00242349269377e-05
4	Ap1s2	1.7585783612776	0.625	0.254	0.371	6.54809034325925e-10	1.53827738343846e-05
4	Gm12158	1.22757053353538	0.812	0.403	0.409	6.64034868534965e-10	1.55995071316234e-05
4	Gm32509	1.27598764433939	0.854	0.445	0.409	6.6831847804255e-10	1.57001376861756e-05
4	Slc2a13	1.46051518521097	0.833	0.51	0.323	7.02445986936693e-10	1.65018611251168e-05
4	Kcnk2	1.42504528264698	0.854	0.466	0.388	7.60825493320333e-10	1.78733124890813e-05
4	4930438E09Rik	1.50702084917095	0.667	0.245	0.422	7.90007095458018e-10	1.85588466864998e-05
4	Gpr83	3.63288212900972	0.208	0.028	0.18	8.99296418517037e-10	2.11262714638022e-05
4	Tshz1	1.15827632434207	0.896	0.61	0.286	1.03105627724133e-09	2.42215740649533e-05
4	Cpne8	1.79296542449618	0.583	0.224	0.359	2.06331431860465e-09	4.84713799726605e-05
4	Prss12	1.86504262759405	0.583	0.226	0.357	2.16475613106296e-09	5.0854451030931e-05
4	Penk	1.29136094294544	0.833	0.461	0.372	2.45191018276783e-09	5.76002740135819e-05
4	St6galnac3	1.96075405674913	0.771	0.515	0.256	2.4554258503507e-09	5.76828640764387e-05
4	Xylt1	2.07106817051301	0.521	0.186	0.335	4.08810857781059e-09	9.60378467099263e-05
4	Mast4	1.2838560868033	0.854	0.567	0.287	5.22707655150068e-09	0.000122794482347854
4	Gcnt2	2.18173869375924	0.417	0.123	0.294	7.56160344041741e-09	0.000177637188022286
4	Vstm2a	1.54726208479416	0.729	0.417	0.312	1.38616645987308e-08	0.000325638224753384
4	1700120E14Rik	2.67487941468906	0.25	0.047	0.203	1.57358853950467e-08	0.000369667419700436
4	Il1rap	1.58799196649911	0.646	0.302	0.344	1.89930182564091e-08	0.000446183984879562
4	Gm43000	2.64064879539767	0.208	0.033	0.175	1.9514939191119e-08	0.000458444951477768
4	Hoxc8	1.67107137837063	0.729	0.425	0.304	2.21844046166116e-08	0.000521156033253439
4	Hoxc9	1.82492958324709	0.562	0.264	0.298	2.60188145226047e-08	0.000611233990765029
4	Ripor2	1.13874351200673	0.854	0.561	0.293	2.63683406158054e-08	0.000619445057746501
4	Adamtsl3	1.59470162003602	0.625	0.269	0.356	4.70002030540719e-08	0.00110412877014626
4	9330154J02Rik	2.44744633702631	0.271	0.06	0.211	5.05337276619034e-08	0.00118713833023343
4	Itga8	1.83071771937587	0.542	0.234	0.308	5.39147569471965e-08	0.00126656547020354
4	Sdk1	1.18570177246836	0.667	0.299	0.368	5.82372298195628e-08	0.00136810900292117
4	Epb41l4b	1.08924319417757	0.875	0.659	0.216	7.06586081919762e-08	0.0016599120236459
4	Aard	2.65931031805675	0.312	0.084	0.228	7.53647091655853e-08	0.00177046774771793
4	Notch2	1.71892097889111	0.458	0.158	0.3	8.76263737556426e-08	0.00205851877226756
4	Fam161a	2.70578750737985	0.229	0.046	0.183	1.331337574388e-07	0.0031275782297523
4	Adra2a	1.95471398623983	0.271	0.062	0.209	1.38071820848535e-07	0.00324358321537378
4	D930007P13Rik	1.67496312814523	0.562	0.251	0.311	1.56999199797982e-07	0.00368822520165419
4	Necab1	1.15449451926263	0.792	0.477	0.315	1.63838837772384e-07	0.00384890197694885
4	Bdnf	1.92424746741967	0.271	0.062	0.209	1.72768038114786e-07	0.00405866675139256
4	Vwc2	1.55383581415373	0.625	0.311	0.314	1.86764553707844e-07	0.00438747289570468
4	Efcab1	1.63707562773437	0.458	0.167	0.291	2.01467084782987e-07	0.00473286475572194
4	Itga9	2.85685399284843	0.229	0.049	0.18	3.59244484615869e-07	0.00843937143259599
4	Pcdh17	1.10058157863072	0.896	0.676	0.22	3.69022603562333e-07	0.00866907900288633
4	Adamts16	1.70054098877333	0.521	0.231	0.29	4.7003418876977e-07	0.0110420431625794
4	Nr3c1	1.2624319150289	0.625	0.281	0.344	5.07156709662558e-07	0.0119141254233928
4	Mcur1	2.29412170349648	0.25	0.058	0.192	5.2500276306647e-07	0.0123333649099575
4	Hoxa7	1.14901424692796	0.729	0.425	0.304	7.25760268990375e-07	0.0170495602391219
4	F2rl2	2.19394033240162	0.354	0.112	0.242	8.03513661114218e-07	0.0188761429268952
4	Prkd1	1.4314638831958	0.542	0.235	0.307	8.38257570221157e-07	0.0196923468396354
4	Cemip	1.96317460938992	0.396	0.141	0.255	9.86579546504011e-07	0.0231767267064722
4	Ptpn3	1.47183508349755	0.5	0.209	0.291	1.00040763740003e-06	0.0235015762178016
4	Plpp1	1.3587118478928	0.604	0.308	0.296	1.06733109129047e-06	0.0250737419965957
4	Ar	1.63010895737955	0.604	0.343	0.261	1.2165741994887e-06	0.0285797610943886
4	Col8a1	2.05502986131748	0.375	0.125	0.25	1.32969130238844e-06	0.0312371080757093
4	Drd2	1.5443562835205	0.458	0.186	0.272	1.34643134168668e-06	0.0316303650789036
4	Ptpre	1.11429333242586	0.708	0.368	0.34	1.38455804738053e-06	0.0325260376490633
4	Rab27b	1.44331184767574	0.708	0.445	0.263	1.51134698473403e-06	0.0355045633653719
4	Lgi1	1.00774708531771	0.875	0.728	0.147	2.29570474545247e-06	0.0539306958801695
4	Il16	2.0654561326648	0.271	0.074	0.197	2.74309486733245e-06	0.064440784623374
4	Mir670hg	1.85510867562564	0.667	0.384	0.283	2.79869123664989e-06	0.0657468545313792
4	A830012C17Rik	1.27100442670381	0.542	0.24	0.302	2.84743184889542e-06	0.0668918689942511
4	Plpp4	1.34365650804918	0.583	0.297	0.286	2.96008973726279e-06	0.0695384281077774
4	Gprin3	1.56289441652932	0.625	0.362	0.263	3.16406822692227e-06	0.074330290786858
4	Hoxa9	1.14490983252972	0.729	0.485	0.244	3.29620312794948e-06	0.0774344038817891
4	Atp2c1	1.13617937693871	0.771	0.562	0.209	3.66509526171473e-06	0.0861004178882025
4	Pcdh10	1.84619197963849	0.604	0.373	0.231	4.05018553293831e-06	0.0951469585397868
4	Cgn	1.92526935368012	0.417	0.171	0.246	4.14476382543713e-06	0.0973687917871691
4	Pigk	1.28671251622733	0.771	0.572	0.199	4.180868397307e-06	0.098216960389536
4	Prune2	1.12870639122985	0.771	0.547	0.224	4.47362441273533e-06	0.105094384703978
4	Rasgrf2	1.22220751459047	0.562	0.265	0.297	5.22761943483211e-06	0.122807235763076
4	Slc25a13	1.78508002637418	0.438	0.196	0.242	6.20871434669687e-06	0.145855117432603
4	Car11	1.04487273451461	0.792	0.509	0.283	6.41204777028077e-06	0.150631826219436
4	Kcnn3	1.5419215093538	0.521	0.256	0.265	6.81907595588292e-06	0.160193732355602
4	Kcna4	1.44032308169523	0.5	0.226	0.274	7.23000669162753e-06	0.169847317199714
4	Deptor	1.58801890566302	0.542	0.288	0.254	7.56361280858426e-06	0.177684392099261
4	St6galnac5	1.63418413905295	0.5	0.235	0.265	8.61695497073717e-06	0.202429506172558
4	Ppm1l	1.08574012416666	0.771	0.504	0.267	9.33319331976867e-06	0.219255377468006
4	Sox5os4	1.3956423580875	0.542	0.237	0.305	1.33997359521895e-05	0.314786596988836
4	Usp46os1	1.60947660629611	0.312	0.103	0.209	1.41063456733764e-05	0.33138627255896
4	Pcdh19	1.2323143795174	0.583	0.322	0.261	1.42188276826281e-05	0.334028699920299
4	Vstm2l	1.77446918115005	0.396	0.16	0.236	1.50598255195288e-05	0.353785421104771
4	Nrip1	1.42010572428596	0.479	0.218	0.261	1.61425038331435e-05	0.379219700048207
4	Lurap1l	1.86114583651735	0.5	0.269	0.231	1.70227773488941e-05	0.399899085480219
4	Pdzrn3	2.27854883456502	0.25	0.074	0.176	1.99851062735527e-05	0.4694901165783
4	Cntnap5c	1.05155230362367	0.562	0.288	0.274	2.10526044853633e-05	0.494567784570154
4	Gm11714	1.76840373609061	0.25	0.074	0.176	2.28122449422014e-05	0.535905258182195
4	Tnks	1.14903322153338	0.771	0.589	0.182	2.89993497736248e-05	0.681252724881993
4	Iqgap2	1.08590748270728	0.396	0.153	0.243	3.14462555002086e-05	0.7387354342109
4	Gm1604b	1.46278975148781	0.5	0.256	0.244	3.19422623312027e-05	0.750387626684614
4	Gm49907	2.09857616848403	0.208	0.055	0.153	3.24429284769039e-05	0.762149275779426
4	Slc22a21	2.068496710027	0.271	0.09	0.181	3.53264207426334e-05	0.829888276085944
4	Diras2	1.50393494351707	0.375	0.153	0.222	4.48876502185499e-05	1
4	Nell1os	1.8174022090217	0.292	0.103	0.189	5.3950416841386e-05	1
4	Gm20319	1.8927793557985	0.333	0.134	0.199	5.98554234128574e-05	1
4	Hoxc4	1.01006240712792	0.708	0.542	0.166	5.99349248852994e-05	1
4	Grpr	2.27357288397928	0.25	0.077	0.173	6.51036389103001e-05	1
4	Sgms2	1.91890932808787	0.25	0.082	0.168	6.59838871947745e-05	1
4	Fndc1	1.34655439514871	0.438	0.212	0.226	7.02610993823043e-05	1
4	Lyrm9	1.79755042655445	0.333	0.131	0.202	7.22799935159502e-05	1
4	Dhrs3	2.03714445322722	0.208	0.06	0.148	8.202746864069e-05	1
4	Spink13	1.8776441882701	0.333	0.134	0.199	9.04389458857088e-05	1
4	Gm11713	1.48127780095723	0.312	0.12	0.192	9.65258768199756e-05	1
4	Cpne4	1.8433912185865	0.292	0.111	0.181	0.000102127763695721	1
4	Ndnf	1.44184913650675	0.333	0.131	0.202	0.000105036112607838	1
4	Rsph3a	1.2462415429486	0.562	0.335	0.227	0.000120501831232077	1
4	Arhgef28	1.06799540948348	0.646	0.417	0.229	0.000147187130155382	1
4	Prkar2b	1.06067731770602	0.688	0.531	0.157	0.000152535215167963	1
4	Gm33696	1.27983220315448	0.354	0.144	0.21	0.000156778185620106	1
4	Gm6878	1.24239655018447	0.375	0.166	0.209	0.000159109955348226	1
4	Fbn2	1.32335421243051	0.438	0.226	0.212	0.000161207857180245	1
4	H2afy2	1.49852419319437	0.396	0.197	0.199	0.000199573884215013	1
4	Arhgap10	1.86280312521784	0.292	0.115	0.177	0.000202036364863106	1
4	Adcy7	1.56634454566183	0.271	0.1	0.171	0.000240361835845459	1
4	Gm16000	1.84304466403375	0.229	0.077	0.152	0.00026008110347065	1
4	Cnr1	1.36776674518598	0.354	0.163	0.191	0.000320896437454711	1
4	Eda	1.61142233968574	0.396	0.204	0.192	0.000343205771243068	1
4	Lhfpl5	2.22532150438743	0.208	0.07	0.138	0.000351518448517309	1
4	Mpdz	1.33850495875491	0.521	0.329	0.192	0.000354135113018732	1
4	Cers6	1.01625117318376	0.625	0.417	0.208	0.000356418069051797	1
4	Gm37229	1.0102038031355	0.396	0.186	0.21	0.000358093481940836	1
4	B230216N24Rik	1.1173156597794	0.5	0.302	0.198	0.000360584157815168	1
4	Icam5	1.68922251541848	0.25	0.092	0.158	0.000366833996240287	1
4	Stk33	2.01116835721248	0.25	0.096	0.154	0.000396811969967886	1
4	Gm10649	1.13842156362937	0.521	0.306	0.215	0.000433144146172289	1
4	Rbm20	1.62280221842891	0.354	0.171	0.183	0.000491549027972993	1
4	1700003F12Rik	1.652354818368	0.208	0.07	0.138	0.000501723873968379	1
4	Gm38085	1.55587321428799	0.271	0.106	0.165	0.000510365012926749	1
4	Begain	1.16100118801812	0.542	0.363	0.179	0.000531905831199471	1
4	Pxdn	1.30839951900467	0.458	0.264	0.194	0.000588455927802894	1
4	Iqch	1.68707612746531	0.354	0.177	0.177	0.000605084697457226	1
4	Npas2	1.01346685616494	0.479	0.261	0.218	0.000630509996801355	1
4	Hnrnpab	2.01726664040944	0.208	0.073	0.135	0.000647002553438048	1
4	1700027H10Rik	1.65614492286294	0.229	0.085	0.144	0.000647403544466923	1
4	Thap3	1.07926861254118	0.562	0.393	0.169	0.000697006374830688	1
4	Trim24	1.03644590049963	0.604	0.398	0.206	0.000759604804216276	1
4	Htr7	1.0207017876957	0.521	0.329	0.192	0.000778860768276425	1
4	Gm17066	1.5362893397482	0.312	0.144	0.168	0.000793766252216724	1
4	Amotl1	1.34171438167387	0.479	0.275	0.204	0.00080535846873029	1
4	Exoc6	1.02728884263696	0.562	0.37	0.192	0.000814181254611594	1
4	Lrrc55	1.42388383426077	0.25	0.095	0.155	0.00083737775644718	1
4	Hoxc10	2.01142372273461	0.208	0.074	0.134	0.000840087326591624	1
4	Nrp2	1.25807769060394	0.312	0.142	0.17	0.000867987036691064	1
4	Tmem200a	1.24115573247933	0.229	0.084	0.145	0.000910304626864	1
4	Spink10	1.0299778572259	0.583	0.415	0.168	0.000911849189866716	1
4	S1pr3	1.30104822630247	0.25	0.095	0.155	0.000951502030265569	1
4	Id4	1.3813165914942	0.354	0.174	0.18	0.000956589231675664	1
4	Zfp275	1.89421159240949	0.208	0.074	0.134	0.000957263527941253	1
4	Grip1os2	1.2773432080521	0.458	0.269	0.189	0.00102392302628156	1
4	Grb14	1.04435129395224	0.542	0.37	0.172	0.00107144790579952	1
4	Gm1604a	1.07093649974259	0.688	0.555	0.133	0.00108299766592841	1
